,id,description,ingredients,categories,url
Käsesuppe mit Lauch,2620,"Die Käsesuppe mit Lauch eignet sich prima für Feten, denn man kann die Suppe bis auf die Pilze vorkochen und braucht sie dann nur noch mal zu erwärmen.
","{'Meersalz', 'Schmelzkäse', 'Champignon', 'Muskat', 'Zwiebel', 'Butter', 'Hackfleisch', 'Pfeffer', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Lauchsuppen', 'Käsesuppen', 'Partyrezepte']",https://www.kochwiki.org/wiki/K%C3%A4sesuppe_mit_Lauch
Käsesuppe mit Mett,2621,"Diese Käsesuppe mit Mett ist etwas Deftiges für kalte Tage.
","{'Mett', 'Schmelzkäse', 'Wasser', 'Zwiebel', 'Brühwürfel', 'Lauch', 'Knoblauch', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Käsesuppen']",https://www.kochwiki.org/wiki/K%C3%A4sesuppe_mit_Mett
Lauch-Käse-Suppe,2622,"Eine herzhafte deftige Suppe
","{'Wasser', 'Saucenbinder', 'Pfeffer', 'Speck', 'Lauch', 'Salz', 'Schnittlauch', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Lauchsuppen', 'Käsesuppen']",https://www.kochwiki.org/wiki/Lauch-K%C3%A4se-Suppe
Parmesan-Suppe,2623,"Eine köstliche Käsesuppe, nicht wie meist aus Bergkäse zubereitet, ist die Parmesan-Suppe, die am besten mit knusprig, würzigen Prosciutto-Chips zum Gaste kommt.
","{'Sahne', 'Muskat', 'Zwiebel', 'Pecorino', 'Weizenmehl', 'Pfeffer', 'Basilikum', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Käsesuppen', 'Mediterrane Küche', 'Parmesan', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Parmesan-Suppe
Parmesanschaumsuppe,2624,"Suppen sind immer wieder gern gegessene Vorspeisen. Etwas Besonderes ist die Parmesanschaumsuppe, die besonders gut mit Polentanockerl mundet.
","{'Zwiebel', 'Butter', 'Pfeffer', 'Rosmarin', 'Knoblauch', 'Salz', 'Parmesan', 'Kartoffel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Käsesuppen', 'Kartoffelsuppen']",https://www.kochwiki.org/wiki/Parmesanschaumsuppe
Süd-Holländische Käsesuppe,2625,"Diese Käsesuppe in einer vegetarischen Ausführung. (niederl.: Zuid-Hollandse kaassoep)
","{'Champignon', 'Gartenkresse', 'Zwiebel', 'Wasser', 'Zwieback', 'Weizenmehl', 'Paprika', 'Kümmel', 'Butter', 'Milch', 'Gouda', 'Safran', 'Lauch', 'Sellerie', 'Salz', 'Kartoffel', 'Weißweinessig'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Holländische Küche', 'Käsesuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/S%C3%BCd-Holl%C3%A4ndische_K%C3%A4sesuppe
Gebrannte Grießsuppe,2626,"Die gebrannte oder geröstete Grießsuppe ist ein uraltes, schwäbisches Suppenrezept.
","{'Meersalz', 'Gemüse', 'Ei', 'Butter', 'Pfeffer', 'Grieß', 'Rindfleisch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Schwäbische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/Gebrannte_Grie%C3%9Fsuppe
Gemüsesuppe mit Alfalfasprossen,2627,"Sprossen verleihen jeder Suppe einen einzigartigen, von würzig bis mild reichenden Geschmack. Zudem wird die Suppe dadurch zu einer vollwertigen Hauptspeise mit vielen Vitaminen, Mineralstoffen und Spurenelementen. Die Gemüsesuppe mit Alfalfasprossen ist eine auf diese Art zubereitete Suppe.
","{'Senfsprosse', 'Luzernensprosse', 'Distelöl', 'Pfeffer', 'Sauerrahm', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Klare Suppen', 'Oberösterreichische Küche', 'Sprossen und Kresse', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Gem%C3%BCsesuppe_mit_Alfalfasprossen
Hausgemachte Leberknödelsuppe,2628,"Eine hausgemachte Leberknödelsuppe ist eine traditionell bayrische Suppe, die man gern als Vorspeise zu einem bayrischen Menü reicht oder auch ideal als Kalorienspender auf einer Skihütte.
","{'Schmalz', 'Paniermehl', 'Zwiebel', 'Majoran', 'Ei', 'Pfeffer', 'Brötchen', 'Leber', 'Petersilie', 'Milch', 'Salz', 'Schnittlauch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Klare Suppen', 'Bayerische Küche']",https://www.kochwiki.org/wiki/Hausgemachte_Leberkn%C3%B6delsuppe
Heusuppe aus Österreich,2629,"Das Rezept Heusuppe stammt aus Österreich, schmeckt würzig und ist eine interessante Zubereitungsart für Suppen. Besonders zur Heuernte, am besten von Almwiesen, ein wahrer Genuss für den Gaumen.
","{'Meersalz', 'Dinkelmehl', 'Wasser', 'Pfeffer', 'Sauerrahm', 'Knoblauch', 'Kürbiskernöl', 'Piment', 'Sternanis', 'Gewürzthymian', 'Milch', 'Butter', 'Petersilie', 'Gewürznelke', 'Zwiebel', 'Majoran', 'Lorbeer', 'Wacholder', 'Ingwer', 'Meerrettich'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Klare Suppen', 'Meerrettich', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Heusuppe_aus_%C3%96sterreich
Klare Suppe mit Ei,2630,"Die klare Suppe mit Ei (jap. Kakitamajiru) ist eine sehr leichte Suppe aus Japan.
","{'Salz', 'Petersilie', 'Sojasauce', 'Ei'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Klare Suppen', 'Pochierte Eier', 'Japanische Suppen']",https://www.kochwiki.org/wiki/Klare_Suppe_mit_Ei
Königliche Rinderconsommé,2631,"Dieses Rinderconsommé (frz. Consommé royal) ist wahrlich königlich.
",{'Salz'},"['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Französische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/K%C3%B6nigliche_Rinderconsomm%C3%A9
Leberknödelsuppe,2632,"Leberknödelsuppe ist eine weltberühmte bayrische Suppenspezialität.
","{'Pfeffer', 'Brühwürfel', 'Salz', 'Schnittlauch'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Bayerische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/Leberkn%C3%B6delsuppe
Milzschnitten,2633,"Milzschnitten sind eine klassische Suppeneinlage aus der Wiener Küche.
","{'Muskat', 'Zwiebel', 'Majoran', 'Ei', 'Pfeffer', 'Butter', 'Brötchen', 'Petersilie', 'Rindermilz', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Klare Suppen', 'Wiener Küche']",https://www.kochwiki.org/wiki/Milzschnitten
Riebelesuppe,2634,"Die Riebelesuppe ist eine regionale Suppenspezialität aus dem Schwabenland. Als Einlage dienen die sogenannten Riebele, die wie folgt beschrieben, ähnlich wie bei Spätzle, durch zwei unterschiedlichen Techniken gewonnen werden können.
","{'Meersalz', 'Gemüse', 'Weizenmehl', 'Ei', 'Pfeffer', 'Rindfleisch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Schwäbische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/Riebelesuppe
Rinderconsommé mit Julienne,2635,"Das Rinderconsommé mit Julienne (frz. Consommé julienne) ist ein feines Vorsüppchen mit in feine Streifen geschnittenem Gemüse.
","{'Karotte', 'Lauch', 'Sellerie'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Französische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/Rinderconsomm%C3%A9_mit_Julienne
Rinderconsommé mit kleingeschnittenen Gemüsen,2636,"Das Rinderconsommé mit kleingeschnittenen Gemüsen (frz. Consommé brunoise) ist ein feines Vorsüppchen mit in kleine Würfelchen geschnittenem Gemüse.
","{'Karotte', 'Teltower Rübchen', 'Lauch', 'Sellerie'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Französische Küche', 'Klare Suppen']",https://www.kochwiki.org/wiki/Rinderconsomm%C3%A9_mit_kleingeschnittenen_Gem%C3%BCsen
Schwäbische Hochzeitssuppe,2637,"Die schwäbische Hochzeitssuppe ist eine Vorspeise, die zu Festtagen aufgedient wird. 
","{'Meersalz', 'Muskat', 'Pfeffer', 'Lauch', 'Sellerie', 'Karotte', 'Backerbsen', 'Schnittlauch', 'Maultasche'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Schwäbische Küche', 'Klare Suppen', 'Festliche Küche']",https://www.kochwiki.org/wiki/Schw%C3%A4bische_Hochzeitssuppe
Kerbelsuppe,2638,"Die hervorragende Kerbelsuppe (frz. Soupe au cerfeuil) eignet sich zu jeder Jahreszeit, jedoch besonders während der Spargelsaison.
","{'Meersalz', 'Zitrone', 'Weizenmehl', 'Ei', 'Butter', 'Pfeffer', 'Kerbel', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rezept des Monats', 'Belgische Küche', 'Französische Küche', 'Kräutersuppen', 'Osterküche']",https://www.kochwiki.org/wiki/Kerbelsuppe
Kräuterschaumsuppe mit frittierter Petersilie,2639,"Was Suppen angeht eine würzige, mit reichlich Kräutern zubereitetes Gericht. Jetzt wo die Kräuter zu sprießen beginnen eine ideale Verarbeitung der schmackhaften Seiten der Küche, die dazu auch noch äußerst gesund ist. n. Die Kräuterschaumsuppe mit frittierter Petersilie geht schnell, schmeckt sehr gut und lässt sich durch Auswahl verschiedenster Kräuter für jeden Gaumen zubereiten.
","{'Meersalz', 'Pfeffer', 'Sauerrahm', 'Milch', 'Lauchzwiebel', 'Olivenöl', 'Petersilie', 'Knoblauch', 'Wurzelpetersilie', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Kräutersuppen']",https://www.kochwiki.org/wiki/Kr%C3%A4uterschaumsuppe_mit_frittierter_Petersilie
Kräutersuppe mit Ei,2640,"Kräutersuppe mit Ei ist eine köstliche Vorsuppe zu einem österlichen Menü. Frische Kräuter lassen den Frühling schmecken, die Eier passen zu Ostern.
","{'Gartenkresse', 'Toastbrot', 'Brühe', 'Ei', 'Pfeffer', 'Sauerrahm', 'Butter', 'Knoblauch', 'Oregano', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Kräutersuppen', 'Osterküche']",https://www.kochwiki.org/wiki/Kr%C3%A4utersuppe_mit_Ei
Kürbis-Petersiliensuppe,2641,"Kürbis-Petersiliensuppe, wem die „31. Oktober-Verwertungs-Notstands-Suppen“ immer zu fade waren: Das nachfolgende Rezept lohnt einen Versuch, das zwei Aromen besonders ansprechend verbindet. Am besten eignet sich der sog. Hokkaido-Kürbis, er ist orangefarben und muss nicht geschält werden.
","{'Meersalz', 'Zucker', 'Zwiebel', 'Butter', 'Hokkaido-Kürbis', 'Petersilie', 'Lauch', 'Sellerie', 'Gewürzthymian', 'Karotte', 'Wurzelpetersilie'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kräutersuppen', 'Kürbissuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/K%C3%BCrbis-Petersiliensuppe
Petersiliensuppe,2642,"Das Rezept zur Petersiliensuppe stammt aus einem Supermarkt-Gartenbuch. Die Suppe ist eine ideale und gesunde Vorspeise, wenn es Petersilie frisch aus dem Garten gibt, in den Monaten Juli bis Oktober.
","{'Mehl', 'Zwiebel', 'Toastbrot', 'Brühe', 'Petersilie', 'Salz', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kräutersuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Petersiliensuppe
Buttermillichsoppe,2643,"Die Buttermillichsoppe (Buttermilchsuppe) ist ein Gericht, das hauptsächlich im oberen Werratal in Thüringens Westen beheimatet ist. 
","{'Rosine', 'Zimt', 'Mehl', 'Zucker', 'Buttermilch', 'Birne', 'Vollkornbrot', 'Speck'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Thüringer Küche', 'Milchsuppen', 'Schweinefleischsuppen', 'Birne']",https://www.kochwiki.org/wiki/Buttermillichsoppe
Gurkensuppe,2644,"Gurkensuppe ist eine kalte Suppe. Sie ist besonders in der heißen Jahreszeit eine sehr angenehme und erfrischende Vorspeise zu Fleisch- oder Fischgerichten. 
","{'Zitrone', 'Tabasco', 'Garnele', 'Salatgurke', 'Pfeffer', 'Dill', 'Joghurt', 'Eiswürfel', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kalte Gemüsesuppen', 'Milchsuppen', 'Gurke', 'Scampi']",https://www.kochwiki.org/wiki/Gurkensuppe
Pikante Milchsuppe auf oberösterreichische Art,2645,"Eine pikante Suppe mit Milch, gibt es das? Ja, die pikante Milchsuppe auf oberösterreichische Art ist eine leckere, gschmackige Alternative zu fettigen Cremesuppen. Zudem, mit Kartoffeln auch sehr gut sättigend. Der Kümmel hilft der Verdauung und mach einen guten Magen.
","{'Balsamico', 'Muskat', 'Knoblauch', 'Majoran', 'Pecorino', 'Weizenmehl', 'Kümmel', 'Butter', 'Pfeffer', 'Lauchzwiebel', 'Petersilie', 'Milch', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Oberösterreichische Küche', 'Milchsuppen']",https://www.kochwiki.org/wiki/Pikante_Milchsuppe_auf_ober%C3%B6sterreichische_Art
Sauerrahmsuppe im Wachauerlaberl,2646,"Ein alt bäuerliches Rezept, das schon zu Großmutters Zeiten zubereitet wurde ist die hier im Brot servierte Sauerrahmsuppe im Wachauerlaberl. Sauerrahm sowie Schlagsahne wurden zu damaligen Zeiten auf den Bauernhöfen, meist für den Eigenbedarf noch selber hergestellt und sind auch heute noch übliche und unentbehrliche Milchprodukte in der oberösterreichischen Küche.  Durch den fein säuerlichen Geschmack ist die Sauerrahmsuppe im Wachauerlaberl in der Winterzeit ein wärmender Genuss, in der Sommerzeit etwas kälter verspeist ein erfrischendes Gericht.
","{'Zitrone', 'Muskat', 'Majoran', 'Butter', 'Sauerrahm', 'Pfeffer', 'Knoblauch', 'Schalotte', 'Salz', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Oberösterreichische Küche', 'Milchsuppen']",https://www.kochwiki.org/wiki/Sauerrahmsuppe_im_Wachauerlaberl
Senfsuppe,2647,"Viele Regionen in den Niederlanden stellen traditionell ihren eigenen Senf her. Oft gibt es dann auch leckere Suppen aus diesem Gewürz wie z. B. diese Senfsuppe aus Limburg. Dort wird sie Mósterdsop genannt. Limburgischer Senf wird auf der Grundlage von Weinessig hergestellt, ist mittelscharf, dunkelgelb und enthält deutlich sichtbare Senfkörner.
","{'Zwiebel', 'Butter', 'Limburger Senf', 'Sauerrahm', 'Kerbel', 'Knoblauch', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Senf', 'Milchsuppen', 'Limburgische Küche']",https://www.kochwiki.org/wiki/Senfsuppe
Mostsektsupperl,2648,"Das Mostsektsupperl  ist ein hervorragend erfrischendes Rezept und lässt sich auch bestens eisgekühlt servieren.
","{'Meersalz', 'Muskat', 'Weizenmehl', 'Most', 'Butter', 'Pfeffer', 'Lauch', 'Schalotte', 'Schnittlauch', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Mostsuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Mostsektsupperl
Mostsuppe,2649,"Diese Mostsuppe ist eine deftige, bäuerliche Suppe, die in vielen Bergregionen Österreichs beliebt und bekannt ist.
","{'Meersalz', 'Most', 'Vollkornbrot', 'Pfeffer', 'Lauch', 'Sellerie', 'Speck', 'Karotte', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Mühlviertler Küche', 'Innviertler Küche', 'Waldviertler Küche', 'Mostsuppen']",https://www.kochwiki.org/wiki/Mostsuppe
Mostsuppe auf oberösterreichische Art,2650,"Mostsuppe  ist ein altes bäuerliches Rezept aus Oberösterreich. Ein Schmankerl, dass die damals armen Bauern mit selbst produzierten Zutaten bereiten und sich leisten konnten. Durch den Most erhält Sie eine leicht fruchtige Note. Zur damaligen Zeit nicht leistbar, wird die Suppe heutzutage mit Schlagobers verfeinert.
","{'Meersalz', 'Zucker', 'Muskat', 'Weizenmehl', 'Most', 'Butter', 'Pfeffer', 'Schalotte', 'Oregano', 'Schnittlauch', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Innviertler Küche', 'Mostsuppen', 'Mühlviertler Küche', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Mostsuppe_auf_ober%C3%B6sterreichische_Art
Mostsuppe mit Zimtcroûtons,2651,"Die fränkische Mostsuppe ist eine bodenständige Suppe, wobei die Prise Zimt ein wenig überraschen mag. Das Pendant zu dieser Suppe ist eine Weincremesuppe.
","{'Meersalz', 'Zimt', 'Muskat', 'Most', 'Butter', 'Pfeffer', 'Ei', 'Schalotte', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Fränkische Küche', 'Mostsuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Mostsuppe_mit_Zimtcro%C3%BBtons
Zwiebel-Most-Suppe mit gefüllten Blunzn-Grießknöderl,2652,"Eine Oberösterreichische bäuerliche Suppe ist die mit der Landessäure Oberösterreichs schlecht hin, dem Most, gemachte Zwiebel-Most-Suppe mit gefüllten Blunzn-Grießknöderl. 
Herrlich würzig durch die Zwiebel mit der lieblichen Süße und der Säure des Mostes eine erfrischende Suppe, welche mit köstlich schmeckenden und sehr gut dazu passenden gefüllten Grießknöderl auch als kleine Hauptspeise genossen werden kann. Falls die Suppe als Hauptspeise serviert wird empfiehlt es sich, die Knödelmenge zu verdoppeln.
","{'Muskat', 'Zwiebel', 'Blutwurst', 'Most', 'Grieß', 'Butter', 'Ei', 'Pfeffer', 'Weißkohl', 'Speck', 'Milch', 'Salz'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Oberösterreichische Küche', 'Mostsuppen']",https://www.kochwiki.org/wiki/Zwiebel-Most-Suppe_mit_gef%C3%BCllten_Blunzn-Grie%C3%9Fkn%C3%B6derl
Kartoffel-Pilz-Suppe,2653,"Wenn die Kartoffelsaison beginnt, ist es Zeit, sich Gedanken zu machen, was man denn mit den jungen, frischen Kartoffeln zubereiten könnte, was die Gäste vom Hocker holt. Die Kartoffel-Pilz-Suppe könnte dazu beitragen, dieses Ziel zu erreichen.
","{'Sahne', 'Champignon', 'Kornbranntwein', 'Zwiebel', 'Steinpilz', 'Brühe', 'Butter', 'Petersilie', 'Salz', 'Kartoffel', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kartoffelsuppen', 'Pilzsuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Kartoffel-Pilz-Suppe
Kürbis-Steinpilzsuppe,2654,"Die Kürbis-Steinpilzsuppe ist eine sehr cremige Suppe mit feinem Steinpilzaroma.
","{'Meersalz', 'Zitrone', 'Muskat', 'Steinpilz', 'Butter', 'Pfeffer', 'Schalotte', 'Kürbis', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Französische Küche', 'Kürbissuppen', 'Pilzsuppen', 'Kinderküche']",https://www.kochwiki.org/wiki/K%C3%BCrbis-Steinpilzsuppe
Pfifferlingcremesuppe,2655,"Die Pfifferlingcremesuppe ist eine hervorragende Vorspeise in so manchen Menü.
","{'Pfifferling', 'Mehl', 'Wasser', 'Brühe', 'Olivenöl', 'Petersilie', 'Basilikum', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Gemüsecremesuppen', 'Pfifferlinge', 'Pilzsuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Pfifferlingcremesuppe
Pizza-Suppe,2656,"Die Pizza-Suppe ist eine herzhafte Party-Suppe, die man schnell und einfach auch in großen Mengen herstellen kann.
","{'Peperoni', 'Champignon', 'Zucker', 'Zwiebel', 'Brühe', 'Tomate', 'Pfeffer', 'Knoblauch', 'Cabanossi', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Wurstsuppen', 'Gemüsesuppen mit gemischtem Gemüse', 'Pilzsuppen', 'Partyrezepte', 'Cabanossi']",https://www.kochwiki.org/wiki/Pizza-Suppe
Schaumiges Steinpilzsüppchen,2657,"Der Steinpilz in einer der leckersten Formen als schaumiges Steinpilzsüppchen, verfeinert mit Parmesan.
","{'Mehl', 'Zwiebel', 'Steinpilz', 'Bauchspeck', 'Wasser', 'Butter', 'Pfeffer', 'Salz', 'Parmesan', 'Schnittlauch', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Pilzsuppen', 'Steinpilze', 'Deutsche Küche']",https://www.kochwiki.org/wiki/Schaumiges_Steinpilzs%C3%BCppchen
Steinpilz-Suppe aus der Franche-Comté,2658,"Die Steinpilz-Suppe aus der Franche-Comté‎ ist eine sehr feine Suppe aus Frankreich.
","{'Steinpilz', 'Weißbrot', 'Butter', 'Pfeffer', 'Petersilie', 'Milch', 'Schalotte', 'Salz', 'Sahne', 'Traubenkernöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Küche der Franche-Comté, von Savoyen und des Dauphiné', 'Pilzsuppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Steinpilz-Suppe_aus_der_Franche-Comt%C3%A9
Wong Dadah - Pilzsuppe aus Bali,2659,"Wong Dadah ist eine scharfe und dennoch aromatische Suppe mit frischen Shiitakepilzen und Kokosmilch von der Insel Bali.
","{'Shiitake', 'Kaffirlimette', 'Kokosmilch', 'Pfeffer', 'Zitronengras', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kokosmilch', 'Pilzsuppen', 'Balinesische Küche']",https://www.kochwiki.org/wiki/Wong_Dadah_-_Pilzsuppe_aus_Bali
Asturischer Bohneneintopf,2660,"Asturischer Bohneneintopf (Fabada asturiana) ist ein Eintopfgericht. Er gilt als Spaniens bekanntester Bohneneintopf.
","{'Chorizo', 'Zwiebel', 'Safran', 'Blutwurst', 'Serrano-Schinken', 'Paprika', 'Lorbeer', 'Pfeffer', 'Speck', 'Knoblauch', 'Salz', 'Bohne', 'Tomatenmark', 'Olivenöl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Bohneneintopf', 'Spanische Suppen', 'Blutwurst']",https://www.kochwiki.org/wiki/Asturischer_Bohneneintopf
Bohneneintopf mit Chorizo,2661,"Bohneneintopf mit Chorizo ist ein herzhafter einfacher Eintopf aus der spanischen Küche. In kleinen Schüsseln kann man ihn auch als Tapas servieren.
","{'Chorizo', 'Meersalz', 'Zucker', 'Zwiebel', 'Chili', 'Tomate', 'Cidre', 'Pfeffer', 'Brühwürfel', 'Speck', 'Knoblauch', 'Bohne', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Bohneneintopf', 'Spanische Suppen', 'Tapas als Suppe', 'Tomateneintopf']",https://www.kochwiki.org/wiki/Bohneneintopf_mit_Chorizo
Caldo Gallego,2662,"Caldo Gallego ist ein Wintereintopf aus Galicien.
","{'Chorizo', 'Schmalz', 'Wasser', 'Grünkohl', 'Serrano-Schinken', 'Pfeffer', 'Speck', 'Rindfleisch', 'Bohne', 'Salz', 'Kartoffel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Spanische Suppen', 'Galicische Küche', 'Bohnensuppen']",https://www.kochwiki.org/wiki/Caldo_Gallego
Callos a la gallega,2663,"Callos al la gallega (""Kutteln nach Art Galiciens"") ist eine Kuttelsuppe aus der spanischen Küche. Kutteln sind sicherlich nicht jedermanns Geschmack, und sie sind häufig auch gar nicht so einfach zu bekommen. Am besten bestellt man sie bei einem Fleischer ein paar Tage vorher, dann sind sie küchenfertig.
","{'Chorizo', 'Chili', 'Brühe', 'Tomate', 'Lorbeer', 'Serrano-Schinken', 'Pfeffer', 'Essig', 'Petersilie', 'Kichererbse', 'Gewürzthymian', 'Knoblauch', 'Schalotte', 'Kuttel', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Spanische Suppen', 'Kichererbse', 'Galicische Küche', 'Kutteln']",https://www.kochwiki.org/wiki/Callos_a_la_gallega
Grüne Gazpacho,2664,"Eine Grüne Gazpacho ist eine kalte Suppe aus ungekochtem Gemüse nach dem Vorbild der Gazpacho andalúz. Das Rezept übernimmt dabei auch Elemente aus dem arabischen Petersiliensalat und der mexikanischen Guacamole. Das Bild zeigt die Suppe mit hier beigefügten Flusskrebsschwänzen.
","{'Zitrone', 'Tamarillo', 'Knoblauch', 'Gewürzgurke', 'Avocado', 'Salatgurke', 'Paprika', 'Pfeffer', 'Flusskrebs', 'Lauchzwiebel', 'Petersilie', 'Ingwer', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Spanische Suppen', 'Kalte Gemüsesuppen']",https://www.kochwiki.org/wiki/Gr%C3%BCne_Gazpacho
Salmorejo,2665,"Salmorejo (besser: Salmorejo andalúz) ist eine Gemüsesuppe und klassische Vorspeise aus Córdoba in Andalusien. Sie ist der Gazpacho andalúz ähnlich, jedoch dickflüssiger.
","{'Chorizo', 'Koriander', 'Wasser', 'Knoblauch', 'Tomate', 'Mandel', 'Paprika', 'Ei', 'Pfeffer', 'Agavendicksaft', 'Sherryessig', 'Schalotte', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Andalusische Küche', 'Spanische Suppen', 'Vegetarische Hauptspeise', 'Vegetarische Suppe', 'Vegetarische Vorspeise']",https://www.kochwiki.org/wiki/Salmorejo
Sopa de ajo,2666,"Sopa de ajo ist eine Knoblauchsuppe aus dem spanischen Kastilien. Sie galt früher als Arme-Leute-Essen und bestand nur aus Wasser, Brot und Knoblauch. Heute ist sie in abgeänderter Form auch in feinen Restaurants zu finden.
","{'Weißbrot', 'Paprika', 'Ei', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Kastilische Küche', 'Knoblauchsuppen', 'Resteküche', 'Spanische Suppen']",https://www.kochwiki.org/wiki/Sopa_de_ajo
