,id,description,ingredients,categories,url
Käsefondue mit Appenzeller,2094,"Käsefondue mit Appenzeller ist ein sehr beliebtes Gesellschaftsessen, nicht nur in der Schweiz und Frankreich. (frz.: Fondue au fromage oder Fondue savoyarde)
","{'Schalotte', 'Le Gruyère', 'Appenzeller', 'Knoblauch', 'Stärkemehl', 'Pfeffer', 'Muskat', 'Emmentaler', 'Zitrone', 'Chasselas'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Appenzeller Küche', 'Käsefondue', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%A4sefondue_mit_Appenzeller
Käsefondue mit diversen Käsesorten,2095,"Ein Käsefondue mit verschiedenen Käsesorten (frz.: Fondue aux fromages) ist nicht nur in der Schweiz und Frankreich ein sehr beliebtes Gesellschaftsessen. Ein gutes Schweizer Käsefondue ist leicht und schnell zubereitet. Trotz weniger Handgriffe lässt sich ein hervorragendes Essen bereiten, das vor allem bei Partys oder Festen unter Freunden immer willkommen ist und etwas Abwechslung auf den täglichen Speiseplan bringt. 
","{'Mutschli', 'Le Gruyère', 'Schweizer Tilsiter', 'Stärkemehl', 'Hartkäsesorten', 'Knoblauch', 'Pfeffer', 'Weißwein', 'Vacherin Fribourgeois', 'Muskat', 'Emmentaler', 'Zitrone', 'Tête de Moine'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Käsefondue', 'Schweizer Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%A4sefondue_mit_diversen_K%C3%A4sesorten
Käsefondue mit Emmentaler und Greyerzer,2096,"Käsefondue mit Emmentaler und Greyerzer ist ein sehr beliebtes Gesellschaftsessen, nicht nur in der Schweiz und Frankreich (frz.: Fondue au fromage) . 
","{'Le Gruyère', 'Knoblauch', 'Stärkemehl', 'Pfeffer', 'Weißwein', 'Muskat', 'Emmentaler', 'Zitrone', 'Kirschwasser'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Käsefondue', 'Schweizer Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/K%C3%A4sefondue_mit_Emmentaler_und_Greyerzer
Ratatouille-Fondue mit Le Gruyère,2097,"Das Tolle am Ratatouille-Fondue mit Le Gruyère ist, dass kein Fondueset benötigt wird! Ratatouille ist ein typisch provenzalisches Gericht.
","{'Tomate', 'Le Gruyère', 'Zucchini', 'Gewürzthymian', 'Knoblauch', 'Aubergine', 'Salz', 'Paprika', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Käsefondue', 'Provenzalische Küche', 'Vegetarische Hauptspeise', 'Ratatouille']",https://www.kochwiki.org/wiki/Ratatouille-Fondue_mit_Le_Gruy%C3%A8re
Savoyer Fondue,2098,"Das Fondue aus den Savoyen ist das französische Pendant zum Schweizer Käsefondue. Nur dass statt Schweizer Käse französischer Käse verwendet wird. Ähnlich wie in der Schweiz variieren die Rezepte von Familie zu Familie.
","{'Beaufort', 'Knoblauch', 'Stärkemehl', 'Pfeffer', 'Weißwein', 'Comté', 'Tomme de Savoie', 'Kirschwasser'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Käsefondue', 'Savoyer Küche', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Savoyer_Fondue
Walliser Tomatenfondue,2099,"Walliser Tomatenfondue (frz. Fondue valaisanne aux tomates) ist ein sehr beliebtes Gesellschaftsessen, nicht nur im Wallis. Die Kombination aus Tomate und Käse harmoniert wunderbar.
","{'Tomate', 'Butter', 'Le Gruyère', 'Knoblauch', 'Pfeffer', 'Weißwein', 'Kartoffelstärke', 'Muskat', 'Emmentaler', 'Kirschwasser', 'Schalotte'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Käsefondue', 'Vegetarische Hauptspeise', 'Walliser Küche']",https://www.kochwiki.org/wiki/Walliser_Tomatenfondue
Bistecca alla fiorentina,2100,"Bistecca alla fiorentina ist ein Rezept aus der Toskana. Es ist aber kein traditionelles Rezept, sondern ein „Import“ aus England, das an die toskanische Küche angepasst wurde. Der Begriff soll in Italien ein Schimpfwort sein, also bitte vorsichtig verwenden. Es handelt sich dabei um ein gegrilltes, mariniertes Rindersteak (mit Knochen!), in der Toskana vorzugsweise vom Fleisch der Chiana-Rinder aus der Gegend südlich von Arezzo.
","{'Knoblauch', 'Pfeffer', 'Salz', 'Rosmarin', 'Olivenöl', 'Rindfleisch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Toskanische Küche', 'Fleisch vom Grill', 'Rindersteaks']",https://www.kochwiki.org/wiki/Bistecca_alla_fiorentina
Bosner,2101,"Eine schmackhafte Variante von Fastfood, die in Österreich bei wohl jedem Würstelstand und in Imbissbuden große Tradition hat, ist die Bosner. Wohl täglich tausendfach in Österreich verzehrt, kann das Fastfood aus Schweins- oder Kalbsbratwürstel, die in ein angetoastetes Bosnerweckerl gepackt und je nach Wunsch mit einer mehr oder weniger scharfen Zwiebel-Ketchup-Curry-Mischung reichlich bedeckt werden, auch heute noch mit Hamburger und Co der großen Ketten mithalten.
","{'Senf', 'Tomatenketchup', 'Pfeffer', 'Paprika', 'Currypulver', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Bratwurst', 'Fastfood', 'Österreichische Fleischrezepte']",https://www.kochwiki.org/wiki/Bosner
Bulgogi,2102,"Ein schmackhaftes Barbecue-Gericht aus Korea. Der Name des Gerichtes bedeutet feuriges Rindfleisch.
","{'Bulgogisauce', 'Rinderfilet'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Koreanische Küche', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Bulgogi
Bunte Bratwurstspieße vom Grill,2103,"Bunte Bratwurstspieße vom Grill sind nicht nur etwas Feines für den Gaumen, sondern auch für das Auge, das ja bekanntlich mitisst. Ein schmackhaftes Gericht aus unserer Grillgerichte-Küche. 
","{'Tomate', 'Bratwurst', 'Pfefferbeißer', 'Salz', 'Paprika', 'Olivenöl', 'Fenchel', 'Lauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Bratwurst']",https://www.kochwiki.org/wiki/Bunte_Bratwurstspie%C3%9Fe_vom_Grill
Ćevapčići,2104,"Ćevapčići [tɕɛˈʋaptʃitɕi] sind kleine Hackfleischröllchen, die über einem Grill gebraten werden. 
","{'Knoblauch', 'Salz', 'Rindfleisch', 'Pfeffer'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Serbische Küche', 'Fleisch vom Grill', 'Rinderhackfleisch']",https://www.kochwiki.org/wiki/%C4%86evap%C4%8Di%C4%87i
Ćevapčići mit gemischtem Hackfleisch,2105,"Ćevapčići mit gemischtem Hackfleisch ist ein typisches Grillgericht aus Südosteuropa. Das nebenstehende Foto zeigt die Ćevapčići mit Pommes Frites aus dem Backofen und einer Mayonnaise mit Feta.
","{'Senf', 'Ei', 'Knoblauch', 'Pfeffer', 'Salz', 'Paprika', 'Pflanzliche Öle', 'Rindfleisch', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Serbische Küche', 'Fleisch vom Grill', 'Rinderhackfleisch', 'Schweinehackfleisch']",https://www.kochwiki.org/wiki/%C4%86evap%C4%8Di%C4%87i_mit_gemischtem_Hackfleisch
Clubsteak à la lyonnaise,2106,"Ein wahrliches Festessen, das Clubsteak à la lyonnaise, das ein Genuss ist für alle Steak- und Grillfans, egal ob rare, medium oder well done gegrillt.
","{'Schalotte', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Salz', 'Rosmarin', 'Sonnenblumenöl', 'Olivenöl', 'Rindfleisch', 'Lorbeer', 'Limette'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Britische Küche', 'Rindersteaks', 'Fleisch vom Grill', 'Festliche Küche']",https://www.kochwiki.org/wiki/Clubsteak_%C3%A0_la_lyonnaise
Gegrillte Hirschsteaks mit gebackenen Kürbisspalten und Chili-Koriander-Öl,2107,"Wild und Kürbis harmonieren ausgezeichnet miteinander und sind in Österreich gern gesehene Zutaten auf der Speisekarte. Die gegrillten Hirschsteaks mit gebackenen Kürbisspalten und Chili-Koriander-Öl ist eines dieser Gerichte, die nicht nur zu festlichen Anlässen munden.
","{'Zubereitung:Zitronenabrieb', 'Chili', 'Knoblauch', 'Pfeffer', 'Koriander', 'Salz', 'Zucker', 'Ingwer', 'Zitrone', 'Olivenöl', 'Zwiebel', 'Hirschfilet', 'Hokkaido-Kürbis'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Hirsch', 'Kürbis', 'Österreichische Fleischrezepte']",https://www.kochwiki.org/wiki/Gegrillte_Hirschsteaks_mit_gebackenen_K%C3%BCrbisspalten_und_Chili-Koriander-%C3%96l
Gegrillte Kalbszunge mit Gemüsevinaigrette,2108,"Die gegrillte Kalbszunge mit Gemüsevinaigrette ist eine feine Variante zu den ansonsten nicht so oft auf dem Tisch landenden Innereien. Herzhaft zubereitet, mit einer würzigen Vinaigrette und gefüllten Kartoffeln serviert ein Festtagsessen.
","{'Kalbszunge', 'Karotte', 'Sellerie', 'Pflanzliche Öle', 'Kerbel', 'Meersalz', 'Knoblauch', 'Pfeffer', 'Zwiebel', 'Zucker', 'Basilikum', 'Eiswürfel', 'Gewürznelke', 'Zitrone', 'Wasser', 'Lorbeer', 'Lauch'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Innereien vom Rind', 'Festliche Küche', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Gegrillte_Kalbszunge_mit_Gem%C3%BCsevinaigrette
Gegrilltes Hirschrückensteak,2109,"Gegrillte Hirschrückensteaks sind mal ein etwas anderes Gericht bei der Party. Es muss nicht immer Schwein, Rind oder Geflügel bzw. Wurst vom Grill auf den Tisch.
","{'Wasabi', 'Pfeffer', 'Hirschrücken', 'Sojasauce', 'Salz', 'Sonnenblumenöl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Hirsch']",https://www.kochwiki.org/wiki/Gegrilltes_Hirschr%C3%BCckensteak
Griechische Hackbällchen,2110,"Die griechischen Hackbällchen werden in ihrer Heimat Keftédes genannt (vgl. Köfte). Man bekommt sie in ganz Griechenland sehr häufig und sie sind typisch mediterran. Sie werden traditionell aus Lammhackfleisch hergestellt. Man kann aber auch Rinderhackfleisch verwenden.
","{'Lammhackfleisch', 'Ei', 'Petersilie', 'Zubereitung:Paniermehl herstellen', 'Minzen', 'Knoblauch', 'Pfeffer', 'Salz', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Griechische Lammgerichte', 'Fleisch vom Grill', 'Lammhackfleisch']",https://www.kochwiki.org/wiki/Griechische_Hackb%C3%A4llchen
Griechische Lammspieße,2111,"Wir kennen Souvlaki als Spieße mit Schweinefleisch. Soúvla bedeutet aber nicht anderes als ""Spieß"". So sind Souvlaki in ganz Griechenland völlig unterschiedlich. Mancherorts sind sie so ähnlich wie in Deutschland der Schaschlik. Die griechischen Lammspieße sind eine solche Variante.
","{'Lorbeer', 'Zucchini', 'Knoblauch', 'Pfeffer', 'Lammfleisch', 'Salz', 'Paprika', 'Oregano', 'Zitrone', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Griechische Lammgerichte', 'Fleisch vom Grill', 'Lammrücken', 'Lammkeule']",https://www.kochwiki.org/wiki/Griechische_Lammspie%C3%9Fe
Gyrosspieß,2112,"Gyros war in der griechischen Antike 600 v. Ch. rund um das Mittelmeer bis zur persischen Grenze und dem Schwarzen Meer bekannt und beliebt.
","{'Senf', 'Kreuzkümmel', 'Gewürzthymian', 'Piment', 'Essig', 'Schweinefleisch', 'Pfeffer', 'Salz', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Griechische Küche', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Gyrosspie%C3%9F
Hochrippe mit Schalottenbutter,2113,"Hochrippe mit Schalottenbutter ist ein leckeres Grillgericht für 4 Personen, ideal für einen warmen Sommerabend oder - nachmittag zu einem kühlen Rosé oder einer Schorle oder Bowle. 
","{'Butter', 'Gewürzthymian', 'Chili', 'Knoblauch', 'Pfeffer', 'Salz', 'Weißwein', 'Hochrippe', 'Olivenöl', 'Schalotte', 'Lorbeer'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Fleisch vom Grill', 'Mediterrane Küche']",https://www.kochwiki.org/wiki/Hochrippe_mit_Schalottenbutter
Honig-Senf-Schweinesteaks mit Bourbon Whiskey,2114,"Eine würzige und aromatische Art, Schweinefleisch oder ein schönes Rindersteak zu marinieren, ist, die Marinade mit gutem Whiskey zu verfeinern. Dabei gilt als oberstes Gebot, dem Fleisch genügend Zeit zu geben, damit es auch die Würze und den rauchigen Geschmack des Whiskeys annehmen kann.
","{'Senf', 'Fünfgewürz', 'Whisky', 'Pfeffer', 'Sojasauce', 'Honig', 'Salz', 'Schweinefilet', 'Mangochutney', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Fleisch vom Grill', 'Schweinesteaks', 'Partyrezepte']",https://www.kochwiki.org/wiki/Honig-Senf-Schweinesteaks_mit_Bourbon_Whiskey
Köfte,2115,"Köfte sind kräftig gewürzte, gebratene, gebackene oder gegrillte Hackfleischbällchen, -röllchen oder -fladen. Sie sind in zahlreichen Varianten in der gesamten orientalischen Küche von Nordafrika über die Türkei und den Balkan bis nach Indien verbreitet.
","{'Kreuzkümmel', 'Lammhackfleisch', 'Knoblauch', 'Pfeffer', 'Koriander', 'Salz', 'Toastbrot', 'Zwiebel', 'Rinderhackfleisch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Türkische Küche', 'Fleisch vom Grill', 'Lammhackfleisch', 'Zyprische Küche', 'Frikadellen']",https://www.kochwiki.org/wiki/K%C3%B6fte
Köfte an Spießen,2116,"Köfte an Spießen stellte der Fernsehkoch Wolfgang Kohlhepp in der ehemaligen TV-Sendung Kochduell, durch die er einem breiteren Publikum bekannt wurde, als asiatisches Fingerfood vor. 
","{'Kreuzkümmel', 'Kardamom', 'Petersilie', 'Minzen', 'Koriander', 'Oregano', 'Muskat', 'Zwiebel', 'Rinderhackfleisch', 'Limette'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Wolfgang Kohlhepp', 'Türkische Küche', 'Rinderhackfleisch', 'Fingerfood', 'Fleisch vom Grill', 'Zyprische Küche', 'Marokkanische Küche']",https://www.kochwiki.org/wiki/K%C3%B6fte_an_Spie%C3%9Fen
Lammkarree in Balsamico-Rosmarin-Marinade,2117,"Das Lammkarree in Balsmiko-Rosmarin-Marinade stammt aus der mediterranen Küche. Es ist ein besonderes Essen für einen besonderen Tag.
","{'Lammrücken', 'Pfeffer', 'Salz', 'Rosmarin', 'Zitrone', 'Olivenöl', 'Balsamico', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Lammrücken', 'Mediterrane Küche', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Lammkarree_in_Balsamico-Rosmarin-Marinade
Lammschulter mit Rosmarin,2118,"Das Passende zur Grillsaison und für Freunde von saftigem und zartem Lammfleisch: Lammschulter mit Rosmarin. Wenn dazu noch ein mediterraner Salat gereicht wird, könnte man sich glatt wie am Mittelmeer fühlen.
","{'Knoblauch', 'Pfeffer', 'Lammschulter', 'Salz', 'Rosmarin', 'Cayennepfeffer', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Lammschulter', 'Mediterrane Küche', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Lammschulter_mit_Rosmarin
Merguezröllchen,2119,"Eine Merguez (arab. مرقاز) ist eine scharf gewürzte Wurstspezialität aus Nordafrika (Algerien und Marokko).
","{'Zimt', 'Kreuzkümmel', 'Ras el-Hanout', 'Knoblauch', 'Pfeffer', 'Koriander', 'Lammschulter', 'Paprika', 'Salz', 'Harissa', 'Wasser', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Französische Küche', 'Fleisch vom Grill', 'Nordafrikanische Küche']",https://www.kochwiki.org/wiki/Merguezr%C3%B6llchen
Mućkalica,2120,"Mućkalica (serbisch: Мућкалица, Aussprache: Mutshkalitza, ""Gerührtes"") ist ein kräftiges Schmorgericht der serbischen Küche, ähnlich dem Gulasch, jedoch zubereitet mit anderen Zutaten und unter anderer Vorgehensweise. Berühmt ist das südserbische Städtchen Leskovac für diese Spezialität, Leskovačka mućkalica, einmal wegen seiner sonnengereiften, geschmacksintensiven Paprika, andererseits, weil die Stadt eine Hochburg der lokalen Grillküche ist. Das alljährlich stattfindende Grillfest Roštiljijada ist überregional bekannt. Das Gericht verbindet also Gegrilltes mit Gekochtem und bietet sich als krönender Abschluss einer langen Grillfeier an, oder als Gericht für den nächsten Tag.
","{'Speck', 'Schweinefleisch', 'Knoblauch', 'Petersilie', 'Wein', 'Pfeffer', 'Salz', 'Paprika', 'Sonnenblumenöl', 'Filet', 'Zwiebel'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Serbische Küche', 'Paprika', 'Fleisch vom Grill', 'Schweinefilet']",https://www.kochwiki.org/wiki/Mu%C4%87kalica
Pfeffersteak vom Grill,2121,"Ein Pfeffersteak vom Grill ist eine ungewohnte Variante eines Pfeffersteaks, weil oft die übliche Pfeffersauce fehlt. Dennoch ein Leckerbissen unserer Grillgerichte.
","{'Brunnenkresse', 'Chili', 'Rumpsteak', 'Kräuter der Provence', 'Knoblauch', 'Pfeffer', 'Sojasauce', 'Cognac', 'Würzöl'}","['Schwierigkeit mittel', 'Rezepte mit Alkohol', 'Fleisch vom Grill', 'Rindersteaks']",https://www.kochwiki.org/wiki/Pfeffersteak_vom_Grill
Provenzalische Lammkoteletts vom Grill,2122,"Zu Provenzalischen Lammkoteletts von Grill wurden die beste Ehefrau von allen und ihr Mann, der Autor dieses Rezeptes, durch die Lektüre einer Frauenzeitschrift angeregt. 
","{'Wacholder', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Salz', 'Lammkotelett', 'Rosmarin', 'Olivenöl', 'Lorbeer'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Rezept des Monats', 'Lammkotelett', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Provenzalische_Lammkoteletts_vom_Grill
Roastbeef an Zitronen-Knoblauch-Marinade,2123,"Das Rezept Roastbeef an Zitronen-Knoblauch-Marinade ergibt ein weiteres schmackhaftes, nicht besonders preiswertes Gericht unserer Kategorie der Grillgerichte.
","{'Senf', 'Rapsöl', 'Rumpsteak', 'Knoblauch', 'Pfeffer', 'Zitrone', 'Zitronenmelisse'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Rindersteaks']",https://www.kochwiki.org/wiki/Roastbeef_an_Zitronen-Knoblauch-Marinade
Schweinesteaks in würziger Marinade,2124,"Die Schweinesteaks in würziger Marinade, ein Rezept für einen Grillabend, dessen Ergebnis die Gäste zum Nachmachen anregen dürfte.
","{'Knoblauch', 'Minzen', 'Salz', 'Schweinefilet', 'Zitrone', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Schweinefilet']",https://www.kochwiki.org/wiki/Schweinesteaks_in_w%C3%BCrziger_Marinade
Şiş Kebap,2125,"Şiş Kebap sind türkische Fleischspieße. Im Bild als Vorspeise mit Bulgur.
","{'Tomate', 'Lorbeer', 'Meersalz', 'Olivenöl', 'Gewürzthymian', 'Piment', 'Knoblauch', 'Pfeffer', 'Paprika', 'Rotweinessig', 'Lammkeule', 'Chilipulver', 'Zwiebel', 'Rotwein'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Türkische Küche', 'Fleisch vom Grill', 'Partyrezepte', 'Kalbshachse', 'Lammkeule']",https://www.kochwiki.org/wiki/%C5%9Ei%C5%9F_Kebap
Steak Gorgonzola Piadina,2126,"Steak Gorgonzola Piadina ist das perfekte Gericht für Grillenthusiasten und Gourmets, die Anhänger der südeuropäischen Grillkultur sind und denen etwas Mehraufwand nichts ausmacht. 
","{'Senf', 'Meersalz', 'Rauke', 'Knoblauch', 'Pfeffer', 'Hefe', 'Weizenmehl', 'Zucker', 'Wasser', 'Entrecôte vom Rind', 'Balsamico', 'Olivenöl', 'Gorgonzola'}","['Schwierigkeit mittel bis schwierig', 'Rezepte ohne Alkohol', 'Fleisch vom Grill', 'Rindersteaks']",https://www.kochwiki.org/wiki/Steak_Gorgonzola_Piadina
T-Bone-Steak,2127,"Das T-Bone-Steak ist ein typisches amerikanisches Gericht, das auf jeder Grillparty willkommen ist. Es ist nach dem T-förmigen Rindfleischstück benannt.
","{'Erdnussöl', 'T-Bone-Steak', 'Knoblauch', 'Pfeffer', 'Pflanzliche Öle'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Rindersteaks', 'Fleisch vom Grill', 'US-amerikanische Küche']",https://www.kochwiki.org/wiki/T-Bone-Steak
Thüringer Rostbratwurst,2128,"Die Thüringer Rostbratwurst ist eine regionale Spezialität aus Thüringen. Laut EU-Verordnung ist sie eine mindestens 15 cm lange, mittelfeine Bratwurst im engen Naturdarm, roh (zum alsbaldigen Verzehr) oder gebrüht, mit würziger Geschmacksnote. Seit dem 6. Januar 2004 ist sie eine geschützte geografische Angabe. Echt gilt sie nur, wenn sie 100 bis 150 g schwer ist. Sie ist eine Variante der Thüringer Bratwurst und enthält weniger Fleisch und anstelle Speck fette Schweineschulter und Rinderwurstbrät. Sie gibt es frisch (roh) und gebrüht (gar), fein und grob.  Das Titelbild zeigt eine rohe Bratwurst.
","{'Macis', 'Kümmel', 'Naturdarm', 'Pfeffer', 'Salz', 'Schweineschulter'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Thüringer Küche', 'Bratwurst', 'Fleisch vom Grill']",https://www.kochwiki.org/wiki/Th%C3%BCringer_Rostbratwurst
Brasilianische Hühnerfleischspieße,2129,"Eine hervorragend schmeckende Variante, die sich von den meist einheitlich gewürzten und gegrillten Fleischspießen unterscheidet, sind die brasilianischen Hühnerspieße. Das besondere Aroma und den Geschmack verleiht diesem Hähnchengericht guter, brasilianischer, brauner Rum sowie Sojasauce.
","{'Ananassaft', 'Senf', 'Knoblauch', 'Pfeffer', 'Sojasauce', 'Salz', 'Hühnerbrust', 'Ingwer', 'Rum'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Brasilianische Küche', 'Geflügel vom Grill', 'Hühnerbrust']",https://www.kochwiki.org/wiki/Brasilianische_H%C3%BChnerfleischspie%C3%9Fe
Brathähnchen mit Johannisbeersauce,2130,"Das Brathähnchen mit Johannisbeersauce (ndl. Geroosterde kip met aalbessensaus) ist ein niederländisches Rezept nach einer Handschrift vom Anfang des 16. Jahrhunderts.
","{'Johannisbeere', 'Hähnchen', 'Zucker', 'Ei'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Brathuhn', 'Geflügel vom Grill', 'Fruchtsauce', 'Historische Rezepte', 'Niederländische Küche']",https://www.kochwiki.org/wiki/Brath%C3%A4hnchen_mit_Johannisbeersauce
Cape Chicken Braai,2131,"Cape Chicken Braai sind Hühnerschenkel nach einem traditionellen Rezept aus Südafrika. Pikant gewürzt harmonieren die zum Grillen hervorragend geeigneten Teile mit der Süße von Marillenmarmelade und der Säure von Wein.
","{'Worcestersauce', 'Tabasco', 'Majoran', 'Hühnerschenkel', 'Gewürzthymian', 'Knoblauch', 'Pfeffer', 'Salz', 'Weißwein', 'Zwiebel', 'Zucker', 'Olivenöl', 'Aprikosenmarmelade'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Südafrikanische Küche', 'Geflügel vom Grill', 'Hühnerschenkel']",https://www.kochwiki.org/wiki/Cape_Chicken_Braai
Gegrillte und marinierte Hähnchenspieße,2132,"Diese gegrillten und marinierten Hähnchenspieße (arab. Chich taouk) sind ein geschmackliches Erlebnis aus dem Libanon.
","{'Zimt', 'Kreuzkümmel', 'Gewürzthymian', 'Knoblauch', 'Safran', 'Pfeffer', 'Salz', 'Hühnerbrust', 'Sumach', 'Zitrone', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Libanesische Küche', 'Partyrezepte', 'Hühnerbrust', 'Geflügel vom Grill']",https://www.kochwiki.org/wiki/Gegrillte_und_marinierte_H%C3%A4hnchenspie%C3%9Fe
Gegrilltes Huhn in Zitrone,2133,"Gegrilltes Huhn in Zitrone ist ein schönes Gericht zur Grillsaison, wenn es dann nach Mittelmeer schmecken muss. Wer schon einmal in Griechenland war, weiß, dass in jedem Garten mindestens ein Orangenbaum und ein Zitronenbaum steht. Hier werden Zitronen und Orangen nicht gekauft.
","{'Gewürzthymian', 'Knoblauch', 'Pfeffer', 'Salz', 'Zitrone', 'Olivenöl', 'Huhn'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Griechische Küche', 'Geflügel vom Grill', 'Brathuhn']",https://www.kochwiki.org/wiki/Gegrilltes_Huhn_in_Zitrone
Jamaika-Jerk-Hähnchen,2134,"Das Rezept Jamaika-Jerk-Hähnchen in einer Verpackung für Spirituosen überzeugte zunächst durch das Foto von leckeren Hähnchenkeulen. Nach der Zubereitung auf dem Holzkohlengrill überzeugte auch das Ergebnis.
","{'Hühnerschenkel', 'Lauchzwiebel', 'Chili', 'Gewürzthymian', 'Essig', 'Knoblauch', 'Sojasauce', 'Salz', 'Zucker', 'Sonnenblumenöl', 'Ingwer', 'Zitrone'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hühnerschenkel', 'Geflügel vom Grill', 'Jamaikanische Küche']",https://www.kochwiki.org/wiki/Jamaika-Jerk-H%C3%A4hnchen
Melanzani-Truthahnroulade mit Tomaten,2135,"Truthahnfleisch ist fettarm und gesund. Mit reichlich Gemüse als Melanzani-Truthahnroulade mit Tomaten eine köstliche und leichte Speise, die sich auch für die Zubereitung am Grill bei Grillfesten hervorragend eignet.
","{'Tomate', 'Kurkuma', 'Pute', 'Knoblauch', 'Sultanine', 'Aubergine', 'Oregano', 'Olivenöl', 'Schalotte'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Vorspeisen', 'Geflügel vom Grill', 'Aubergine', 'Putenbrust']",https://www.kochwiki.org/wiki/Melanzani-Truthahnroulade_mit_Tomaten
Surinamisches Grillhähnchen,2136,"Hühner tauchen in vielen surinamischen Gerichten als Zutat auf. Das surinamische Grillhähnchen (Sranantongo: Losie Foroe) passt auch hervorragend auf den heimischen Grill .
","{'Hähnchen', 'Essig', 'Sojasauce', 'Zitrone', 'Barbecue rub - Trockene Marinade'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Brathuhn', 'Geflügel vom Grill', 'Surinamische Küche']",https://www.kochwiki.org/wiki/Surinamisches_Grillh%C3%A4hnchen
